省级政区代码,省级政区名称,地市级政区代码,地市级政区名称,年份,党委书记姓名,出生年份,出生月份,籍贯省份代码,籍贯省份名称,籍贯地市代码,籍贯地市名称,性别,民族,教育,是否是党校教育（是=1，否=0）,专业：人文,专业：社科,专业：理工,专业：农科,专业：医科,入党年份,工作年份
320000,江苏省,320500,苏州市,2003,王珉,1950,3,340000,安徽省,340400,淮南市,,,博士,0,0,0,1,0,0,1985,1968
320000,江苏省,320500,苏州市,2004,王珉,1950,3,340000,安徽省,340400,淮南市,,,博士,0,0,0,1,0,0,1985,1968
320000,江苏省,320500,苏州市,2005,王荣,1958,4,320000,江苏省,320900,盐城市,男,汉族,博士,0,0,0,0,1,0,1976,1975
320000,江苏省,320500,苏州市,2006,王荣,1958,4,320000,江苏省,320900,盐城市,男,汉族,博士,0,0,0,0,1,0,1976,1975
320000,江苏省,320500,苏州市,2007,王荣,1958,4,320000,江苏省,320900,盐城市,男,汉族,博士,0,0,0,0,1,0,1976,1975
320000,江苏省,320500,苏州市,2008,王荣,1958,4,320000,江苏省,320900,盐城市,男,汉族,博士,0,0,0,0,1,0,1976,1975
320000,江苏省,320500,苏州市,2009,王荣,1958,4,320000,江苏省,320900,盐城市,男,汉族,博士,0,0,0,0,1,0,1976,1975
320000,江苏省,320500,苏州市,2010,蒋宏坤,,,,,,,,,硕士,0,0,1,0,0,0,,
320000,江苏省,320600,南通市,2000,周福元,1946,2,320000,江苏省,320500,苏州市,,,本科,1,0,1,0,0,0,1966,1965
320000,江苏省,320600,南通市,2001,周福元,1946,2,320000,江苏省,320500,苏州市,,,本科,1,0,1,0,0,0,1966,1965
320000,江苏省,320600,南通市,2002,周福元,1946,2,320000,江苏省,320500,苏州市,,,本科,1,0,1,0,0,0,1966,1965
320000,江苏省,320600,南通市,2003,罗一民,1954,2,320000,江苏省,320800,淮安市,男,汉族,硕士,0,1,0,1,0,0,1976,1970
320000,江苏省,320600,南通市,2004,罗一民,1954,2,320000,江苏省,320800,淮安市,男,汉族,硕士,0,1,0,1,0,0,1976,1970
320000,江苏省,320600,南通市,2005,罗一民,1954,2,320000,江苏省,320800,淮安市,男,汉族,硕士,0,1,0,1,0,0,1976,1970
320000,江苏省,320600,南通市,2006,罗一民,1954,2,320000,江苏省,320800,淮安市,男,汉族,硕士,0,1,0,1,0,0,1976,1970
320000,江苏省,320600,南通市,2007,罗一民,1954,2,320000,江苏省,320800,淮安市,男,汉族,硕士,0,1,0,1,0,0,1976,1970
320000,江苏省,320600,南通市,2008,罗一民,1954,2,320000,江苏省,320800,淮安市,男,汉族,硕士,0,1,0,1,0,0,1976,1970
320000,江苏省,320600,南通市,2009,罗一民,1954,2,320000,江苏省,320800,淮安市,男,汉族,硕士,0,1,0,1,0,0,1976,1970
320000,江苏省,320600,南通市,2010,罗一民,1954,2,320000,江苏省,320800,淮安市,男,汉族,硕士,0,1,0,1,0,0,1976,1970
320000,江苏省,320700,连云港市,2000,王国生,1956,,370000,山东省,371500,聊城市,男,汉族,硕士,1,0,1,0,0,0,1975,1974
320000,江苏省,320700,连云港市,2001,王国生,1956,,370000,山东省,371500,聊城市,男,汉族,硕士,1,0,1,0,0,0,1975,1974
320000,江苏省,320700,连云港市,2002,陈震宁,1958,11,320000,江苏省,320900,盐城市,男,汉族,硕士,0,0,1,0,0,0,,1980
320000,江苏省,320700,连云港市,2003,陈震宁,1958,11,320000,江苏省,320900,盐城市,男,汉族,硕士,0,0,1,0,0,0,,1980
320000,江苏省,320700,连云港市,2004,陈震宁,1958,11,320000,江苏省,320900,盐城市,男,汉族,硕士,0,0,1,0,0,0,,1980
320000,江苏省,320700,连云港市,2005,王建华,1954,2,370000,山东省,370600,烟台市,男,汉族,硕士,0,1,1,0,0,0,,
320000,江苏省,320700,连云港市,2006,王建华,1954,2,370000,山东省,370600,烟台市,男,汉族,硕士,0,1,1,0,0,0,,
320000,江苏省,320700,连云港市,2007,王建华,1954,2,370000,山东省,370600,烟台市,男,汉族,硕士,0,1,1,0,0,0,,
320000,江苏省,320700,连云港市,2008,王建华,1954,2,370000,山东省,370600,烟台市,男,汉族,硕士,0,1,1,0,0,0,,
320000,江苏省,320700,连云港市,2009,王建华,1954,2,370000,山东省,370600,烟台市,男,汉族,硕士,0,1,1,0,0,0,,
320000,江苏省,320700,连云港市,2010,王建华,1954,2,370000,山东省,370600,烟台市,男,汉族,硕士,0,1,1,0,0,0,,
320000,江苏省,320800,淮安市,2000,赵学凤,1943,1,320000,江苏省,320800,淮安市,男,,本科,,,,1,,,,
320000,江苏省,320800,淮安市,2001,丁解民,1951,10,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1972,1976
320000,江苏省,320800,淮安市,2002,丁解民,1951,10,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1972,1976
320000,江苏省,320800,淮安市,2003,丁解民,1951,10,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1972,1976
320000,江苏省,320800,淮安市,2004,丁解民,1951,10,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1972,1976
320000,江苏省,320800,淮安市,2005,丁解民,1951,10,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1972,1976
320000,江苏省,320800,淮安市,2006,丁解民,1951,10,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1972,1976
320000,江苏省,320800,淮安市,2007,丁解民,1951,10,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1972,1976
320000,江苏省,320800,淮安市,2008,刘永忠,1957,1,320000,江苏省,321100,镇江市,男,汉族,硕士,1,0,1,0,0,0,1976,1977
320000,江苏省,320800,淮安市,2009,刘永忠,1957,1,320000,江苏省,321100,镇江市,男,汉族,硕士,1,0,1,0,0,0,1976,1977
320000,江苏省,320800,淮安市,2010,刘永忠,1957,1,320000,江苏省,321100,镇江市,男,汉族,硕士,1,0,1,0,0,0,1976,1977
320000,江苏省,320900,盐城市,2000,林祥国,1950,8,320000,江苏省,320700,连云港市,男,汉族,本科,0,0,0,1,0,0,1971,1974
320000,江苏省,320900,盐城市,2001,林祥国,1950,8,320000,江苏省,320700,连云港市,男,汉族,本科,0,0,0,1,0,0,1971,1974
320000,江苏省,320900,盐城市,2002,张九汉,1950,1,320000,江苏省,321000,扬州市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
320000,江苏省,320900,盐城市,2003,张九汉,1950,1,320000,江苏省,321000,扬州市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
320000,江苏省,320900,盐城市,2004,张九汉,1950,1,320000,江苏省,321000,扬州市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
320000,江苏省,320900,盐城市,2005,张九汉,1950,1,320000,江苏省,321000,扬州市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
320000,江苏省,320900,盐城市,2006,赵鹏,1955,8,320000,江苏省,320800,淮安市,男,汉族,硕士,1,1,1,0,0,0,1985,1973
320000,江苏省,320900,盐城市,2007,赵鹏,1955,8,320000,江苏省,320800,淮安市,男,汉族,硕士,1,1,1,0,0,0,1985,1973
320000,江苏省,320900,盐城市,2008,赵鹏,1955,8,320000,江苏省,320800,淮安市,男,汉族,硕士,1,1,1,0,0,0,1985,1973
320000,江苏省,320900,盐城市,2009,赵鹏,1955,8,320000,江苏省,320800,淮安市,男,汉族,硕士,1,1,1,0,0,0,1985,1973
320000,江苏省,320900,盐城市,2010,赵鹏,1955,8,320000,江苏省,320800,淮安市,男,汉族,硕士,1,1,1,0,0,0,1985,1973
320000,江苏省,321000,扬州市,2000,吴冬华,1945,12,320000,江苏省,321200,泰州市,,,本科,0,0,0,1,0,0,1973,1963
320000,江苏省,321000,扬州市,2001,孙志军,1957,8,370000,山东省,370600,烟台市,男,汉族,硕士,1,1,0,0,0,0,1975,1975
320000,江苏省,321000,扬州市,2002,孙志军,1957,8,370000,山东省,370600,烟台市,男,汉族,硕士,1,1,0,0,0,0,1975,1975
320000,江苏省,321000,扬州市,2003,孙志军,1957,8,370000,山东省,370600,烟台市,男,汉族,硕士,1,1,0,0,0,0,1975,1975
320000,江苏省,321000,扬州市,2004,孙志军,1957,8,370000,山东省,370600,烟台市,男,汉族,硕士,1,1,0,0,0,0,1975,1975
320000,江苏省,321000,扬州市,2005,季建业,1957,1,320000,江苏省,320500,苏州市,男,汉族,博士,1,0,1,0,0,0,1974,1975
320000,江苏省,321000,扬州市,2006,季建业,1957,1,320000,江苏省,320500,苏州市,男,汉族,博士,1,0,1,0,0,0,1974,1975
320000,江苏省,321000,扬州市,2007,季建业,1957,1,320000,江苏省,320500,苏州市,男,汉族,博士,1,0,1,0,0,0,1974,1975
320000,江苏省,321000,扬州市,2008,季建业,1957,1,320000,江苏省,320500,苏州市,男,汉族,博士,1,0,1,0,0,0,1974,1975
320000,江苏省,321000,扬州市,2009,季建业,1957,1,320000,江苏省,320500,苏州市,男,汉族,博士,1,0,1,0,0,0,1974,1975
320000,江苏省,321000,扬州市,2010,王燕文,,,,,,,,,硕士,1,,,,,,,
320000,江苏省,321100,镇江市,2000,方之焯,1944,3,330000,浙江省,330200,宁波市,男,汉族,本科,0,0,0,1,0,0,1980,1966
320000,江苏省,321100,镇江市,2001,张卫国,1953,11,320000,江苏省,320400,常州市,男,汉族,博士,0,0,1,0,0,0,1975,1968
320000,江苏省,321100,镇江市,2002,张卫国,1953,11,320000,江苏省,320400,常州市,男,汉族,博士,0,0,1,0,0,0,1975,1968
320000,江苏省,321100,镇江市,2003,史和平,1955,2,320000,江苏省,320400,常州市,男,汉族,硕士,0,0,1,0,0,0,1974,1971
320000,江苏省,321100,镇江市,2004,史和平,1955,2,320000,江苏省,320400,常州市,男,汉族,硕士,0,0,1,0,0,0,1974,1971
320000,江苏省,321100,镇江市,2005,史和平,1955,2,320000,江苏省,320400,常州市,男,汉族,硕士,0,0,1,0,0,0,1974,1971
320000,江苏省,321100,镇江市,2006,史和平,1955,2,320000,江苏省,320400,常州市,男,汉族,硕士,0,0,1,0,0,0,1974,1971
320000,江苏省,321100,镇江市,2007,史和平,1955,2,320000,江苏省,320400,常州市,男,汉族,硕士,0,0,1,0,0,0,1974,1971
320000,江苏省,321100,镇江市,2008,许津荣,1956,2,130000,河北省,131000,廊坊市,女,汉族,硕士,1,0,1,0,0,0,1979,1975
320000,江苏省,321100,镇江市,2009,许津荣,1956,2,130000,河北省,131000,廊坊市,女,汉族,硕士,1,0,1,0,0,0,1979,1975
320000,江苏省,321100,镇江市,2010,许津荣,1956,2,130000,河北省,131000,廊坊市,女,汉族,硕士,1,0,1,0,0,0,1979,1975
320000,江苏省,321200,泰州市,2000,陈宝田,1949,1,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1974,1969
320000,江苏省,321200,泰州市,2001,陈宝田,1949,1,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1974,1969
320000,江苏省,321200,泰州市,2002,陈宝田,1949,1,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1974,1969
320000,江苏省,321200,泰州市,2003,陈宝田,1949,1,320000,江苏省,321200,泰州市,男,汉族,硕士,1,0,1,0,0,0,1974,1969
320000,江苏省,321200,泰州市,2004,朱龙生,1951,1,320000,江苏省,320100,南京市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
320000,江苏省,321200,泰州市,2005,朱龙生,1951,1,320000,江苏省,320100,南京市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
320000,江苏省,321200,泰州市,2006,朱龙生,1951,1,320000,江苏省,320100,南京市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
320000,江苏省,321200,泰州市,2007,朱龙生,1951,1,320000,江苏省,320100,南京市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
320000,江苏省,321200,泰州市,2008,张雷,1961,7,320000,江苏省,320800,淮安市,男,汉族,本科,0,0,0,1,0,0,1985,1982
320000,江苏省,321200,泰州市,2009,张雷,1961,7,320000,江苏省,320800,淮安市,男,汉族,本科,0,0,0,1,0,0,1985,1982
320000,江苏省,321200,泰州市,2010,张雷,1961,7,320000,江苏省,320800,淮安市,男,汉族,本科,0,0,0,1,0,0,1985,1982
320000,江苏省,321300,宿迁市,2000,徐守盛,1953,1,320000,江苏省,320600,南通市,男,汉族,硕士,1,0,1,0,0,0,1973,1973
320000,江苏省,321300,宿迁市,2001,徐守盛,1953,1,320000,江苏省,320600,南通市,男,汉族,硕士,1,0,1,0,0,0,1973,1973
320000,江苏省,321300,宿迁市,2002,仇和,1957,1,320000,江苏省,320900,盐城市,男,汉族,本科,0,0,0,0,1,0,1977,1982
320000,江苏省,321300,宿迁市,2003,仇和,1957,1,320000,江苏省,320900,盐城市,男,汉族,本科,0,0,0,0,1,0,1977,1982
320000,江苏省,321300,宿迁市,2004,仇和,1957,1,320000,江苏省,320900,盐城市,男,汉族,本科,0,0,0,0,1,0,1977,1982
320000,江苏省,321300,宿迁市,2005,仇和,1957,1,320000,江苏省,320900,盐城市,男,汉族,本科,0,0,0,0,1,0,1977,1982
320000,江苏省,321300,宿迁市,2006,张新实,1951,6,320000,江苏省,320100,南京市,男,汉族,本科,1,0,1,0,0,0,1975,1970
320000,江苏省,321300,宿迁市,2007,张新实,1951,6,320000,江苏省,320100,南京市,男,汉族,本科,1,0,1,0,0,0,1975,1970
320000,江苏省,321300,宿迁市,2008,张新实,1951,6,320000,江苏省,320100,南京市,男,汉族,本科,1,0,1,0,0,0,1975,1970
320000,江苏省,321300,宿迁市,2009,张新实,1951,6,320000,江苏省,320100,南京市,男,汉族,本科,1,0,1,0,0,0,1975,1970
320000,江苏省,321300,宿迁市,2010,张新实,1951,6,320000,江苏省,320100,南京市,男,汉族,本科,1,0,1,0,0,0,1975,1970
330000,浙江省,330100,杭州市,2000,王国平,1950,1,510000,四川省,511700,达州市,男,汉族,硕士,1,,,,,,1972,1969
330000,浙江省,330100,杭州市,2001,王国平,1950,1,510000,四川省,511700,达州市,男,汉族,硕士,1,,,,,,1972,1969
330000,浙江省,330100,杭州市,2002,王国平,1950,1,510000,四川省,511700,达州市,男,汉族,硕士,1,,,,,,1972,1969
330000,浙江省,330100,杭州市,2003,王国平,1950,1,510000,四川省,511700,达州市,男,汉族,硕士,1,,,,,,1972,1969
330000,浙江省,330100,杭州市,2004,王国平,1950,1,510000,四川省,511700,达州市,男,汉族,硕士,1,,,,,,1972,1969
330000,浙江省,330100,杭州市,2005,王国平,1950,1,510000,四川省,511700,达州市,男,汉族,硕士,1,,,,,,1972,1969
330000,浙江省,330100,杭州市,2006,王国平,1950,1,510000,四川省,511700,达州市,男,汉族,硕士,1,,,,,,1972,1969
330000,浙江省,330100,杭州市,2007,王国平,1950,1,510000,四川省,511700,达州市,男,汉族,硕士,1,,,,,,1972,1969
330000,浙江省,330100,杭州市,2008,王国平,1950,1,510000,四川省,511700,达州市,男,汉族,硕士,1,,,,,,1972,1969
330000,浙江省,330100,杭州市,2009,王国平,1950,1,510000,四川省,511700,达州市,男,汉族,硕士,1,,,,,,1972,1969
330000,浙江省,330100,杭州市,2010,黄坤明,,,,,,,,,博士,1,0,1,0,0,0,,
330000,浙江省,330200,宁波市,2000,黄兴国,1954,10,330000,浙江省,330200,宁波市,男,汉族,博士,1,0,1,0,0,0,1973,1972
330000,浙江省,330200,宁波市,2001,黄兴国,1954,10,330000,浙江省,330200,宁波市,男,汉族,博士,1,0,1,0,0,0,1973,1972
330000,浙江省,330200,宁波市,2002,黄兴国,1954,10,330000,浙江省,330200,宁波市,男,汉族,博士,1,0,1,0,0,0,1973,1972
330000,浙江省,330200,宁波市,2003,黄兴国,1954,10,330000,浙江省,330200,宁波市,男,汉族,博士,1,0,1,0,0,0,1973,1972
330000,浙江省,330200,宁波市,2004,巴音朝鲁,1955,11,150000,内蒙古自治区,150600,鄂尔多斯市,男,少数民族,硕士,,0,1,0,0,0,1976,1976
330000,浙江省,330200,宁波市,2005,巴音朝鲁,1955,11,150000,内蒙古自治区,150600,鄂尔多斯市,男,少数民族,硕士,,0,1,0,0,0,1976,1976
330000,浙江省,330200,宁波市,2006,巴音朝鲁,1955,11,150000,内蒙古自治区,150600,鄂尔多斯市,男,少数民族,硕士,,0,1,0,0,0,1976,1976
330000,浙江省,330200,宁波市,2007,巴音朝鲁,1955,11,150000,内蒙古自治区,150600,鄂尔多斯市,男,少数民族,硕士,,0,1,0,0,0,1976,1976
330000,浙江省,330200,宁波市,2008,巴音朝鲁,1955,11,150000,内蒙古自治区,150600,鄂尔多斯市,男,少数民族,硕士,,0,1,0,0,0,1976,1976
330000,浙江省,330200,宁波市,2009,巴音朝鲁,1955,11,150000,内蒙古自治区,150600,鄂尔多斯市,男,少数民族,硕士,,0,1,0,0,0,1976,1976
330000,浙江省,330200,宁波市,2010,巴音朝鲁,1955,11,150000,内蒙古自治区,150600,鄂尔多斯市,男,少数民族,硕士,,0,1,0,0,0,1976,1976
330000,浙江省,330300,温州市,2000,蒋巨峰,1948,10,330000,浙江省,330600,绍兴市,男,汉族,本科,1,0,1,0,0,0,1982,1981
330000,浙江省,330300,温州市,2001,蒋巨峰,1948,10,330000,浙江省,330600,绍兴市,男,汉族,本科,1,0,1,0,0,0,1982,1981
330000,浙江省,330300,温州市,2002,蒋巨峰,1948,10,330000,浙江省,330600,绍兴市,男,汉族,本科,1,0,1,0,0,0,1982,1981
330000,浙江省,330300,温州市,2003,李强,,,,,,,男,汉族,硕士,1,0,1,0,0,0,,
330000,浙江省,330300,温州市,2004,李强,,,,,,,男,汉族,硕士,1,0,1,0,0,0,,
330000,浙江省,330300,温州市,2005,王建满,1954,10,330000,浙江省,330100,杭州市,男,汉族,硕士,1,0,1,0,0,0,1971,1971
330000,浙江省,330300,温州市,2006,王建满,1954,10,330000,浙江省,330100,杭州市,男,汉族,硕士,1,0,1,0,0,0,1971,1971
330000,浙江省,330300,温州市,2007,王建满,1954,10,330000,浙江省,330100,杭州市,男,汉族,硕士,1,0,1,0,0,0,1971,1971
330000,浙江省,330300,温州市,2008,王建满,1954,10,330000,浙江省,330100,杭州市,男,汉族,硕士,1,0,1,0,0,0,1971,1971
330000,浙江省,330300,温州市,2009,王建满,1954,10,330000,浙江省,330100,杭州市,男,汉族,硕士,1,0,1,0,0,0,1971,1971
330000,浙江省,330300,温州市,2010,邵占维,,,,,,,,,硕士,1,0,1,1,0,0,,
330000,浙江省,330400,嘉兴市,2000,陈加元,1953,6,330000,浙江省,330700,金华市,男,汉族,硕士,1,,,,,,1974,1977
330000,浙江省,330400,嘉兴市,2001,陈加元,1953,6,330000,浙江省,330700,金华市,男,汉族,硕士,1,,,,,,1974,1977
330000,浙江省,330400,嘉兴市,2002,陈加元,1953,6,330000,浙江省,330700,金华市,男,汉族,硕士,1,,,,,,1974,1977
330000,浙江省,330400,嘉兴市,2003,陈加元,1953,6,330000,浙江省,330700,金华市,男,汉族,硕士,1,,,,,,1974,1977
330000,浙江省,330400,嘉兴市,2004,黄坤明,1956,9,350000,福建省,350800,龙岩市,男,汉族,博士,1,0,1,0,0,0,1976,1974
330000,浙江省,330400,嘉兴市,2005,黄坤明,1956,9,350000,福建省,350800,龙岩市,男,汉族,博士,1,0,1,0,0,0,1976,1974
330000,浙江省,330400,嘉兴市,2006,黄坤明,1956,9,350000,福建省,350800,龙岩市,男,汉族,博士,1,0,1,0,0,0,1976,1974
330000,浙江省,330400,嘉兴市,2007,黄坤明,1956,9,350000,福建省,350800,龙岩市,男,汉族,博士,1,0,1,0,0,0,1976,1974
330000,浙江省,330400,嘉兴市,2008,陈德荣,1961,3,330000,浙江省,330100,杭州市,男,汉族,硕士,0,0,0,1,0,0,1992,1985
330000,浙江省,330400,嘉兴市,2009,陈德荣,1961,3,330000,浙江省,330100,杭州市,男,汉族,硕士,0,0,0,1,0,0,1992,1985
330000,浙江省,330400,嘉兴市,2010,陈德荣,1961,3,330000,浙江省,330100,杭州市,男,汉族,硕士,0,0,0,1,0,0,1992,1985
330000,浙江省,330500,湖州市,2000,斯鑫良,1950,1,330000,浙江省,330700,金华市,男,汉族,硕士,1,0,0,0,0,1,1980,1969
330000,浙江省,330500,湖州市,2001,斯鑫良,1950,1,330000,浙江省,330700,金华市,男,汉族,硕士,1,0,0,0,0,1,1980,1969
330000,浙江省,330500,湖州市,2002,杨仁争,,,,,,,男,汉族,,,,,,,,,
330000,浙江省,330500,湖州市,2003,杨仁争,,,,,,,男,汉族,,,,,,,,,
330000,浙江省,330500,湖州市,2004,杨仁争,,,,,,,男,汉族,,,,,,,,,
330000,浙江省,330500,湖州市,2005,徐福宁,1955,10,330000,浙江省,330100,杭州市,男,汉族,本科,0,0,0,1,0,0,1981,1975
330000,浙江省,330500,湖州市,2006,孙文友,1954,12,360000,江西省,361100,上饶市,男,汉族,硕士,0,0,1,0,0,0,1981,1970
330000,浙江省,330500,湖州市,2007,孙文友,1954,12,360000,江西省,361100,上饶市,男,汉族,硕士,0,0,1,0,0,0,1981,1970
330000,浙江省,330500,湖州市,2008,孙文友,1954,12,360000,江西省,361100,上饶市,男,汉族,硕士,0,0,1,0,0,0,1981,1970
330000,浙江省,330500,湖州市,2009,孙文友,1954,12,360000,江西省,361100,上饶市,男,汉族,硕士,0,0,1,0,0,0,1981,1970
330000,浙江省,330500,湖州市,2010,孙文友 ,,,,,,,,,,,,,,,,,
330000,浙江省,330600,绍兴市,2000,董君舒,1949,1,330000,浙江省,330200,宁波市,男,汉族,本科,0,0,1,0,0,0,1981,1969
330000,浙江省,330600,绍兴市,2001,董君舒,1949,1,330000,浙江省,330200,宁波市,男,汉族,本科,0,0,1,0,0,0,1981,1969
330000,浙江省,330600,绍兴市,2002,冯顺桥,1957,8,330000,浙江省,330600,绍兴市,男,汉族,硕士,1,1,0,0,0,0,1977,1972
330000,浙江省,330600,绍兴市,2003,冯顺桥,1957,8,330000,浙江省,330600,绍兴市,男,汉族,硕士,1,1,0,0,0,0,1977,1972
330000,浙江省,330600,绍兴市,2004,冯顺桥,1957,8,330000,浙江省,330600,绍兴市,男,汉族,硕士,1,1,0,0,0,0,1977,1972
330000,浙江省,330600,绍兴市,2005,王永昌,,,,,,,男,汉族,博士,0,1,0,0,0,0,,
330000,浙江省,330600,绍兴市,2006,王永昌,,,,,,,男,汉族,博士,0,1,0,0,0,0,,
330000,浙江省,330600,绍兴市,2007,王永昌,,,,,,,男,汉族,博士,0,1,0,0,0,0,,
330000,浙江省,330600,绍兴市,2008,张金如,1959,12,330000,浙江省,330400,嘉兴市,男,汉族,硕士,0,0,0,1,0,0,1985,1981
330000,浙江省,330600,绍兴市,2009,张金如,1959,12,330000,浙江省,330400,嘉兴市,男,汉族,硕士,0,0,0,1,0,0,1985,1981
330000,浙江省,330600,绍兴市,2010,张金如 ,,,,,,,,,,,,,,,,,
330000,浙江省,330700,金华市,2000,郑尚金,,,,,,,男,汉族,大专,,,,,,,,
330000,浙江省,330700,金华市,2001,郑尚金,,,,,,,男,汉族,大专,,,,,,,,
330000,浙江省,330700,金华市,2002,郑尚金,,,,,,,男,汉族,大专,,,,,,,,
330000,浙江省,330700,金华市,2003,汤黎路,1953,9,340000,安徽省,341400,巢湖市,男,汉族,大专,1,,,,,,1977,1969
330000,浙江省,330700,金华市,2004,汤黎路,1953,9,340000,安徽省,341400,巢湖市,男,汉族,大专,1,,,,,,1977,1969
330000,浙江省,330700,金华市,2005,徐止平,1953,2,330000,浙江省,330300,温州市,男,汉族,本科,,,,,,,1977,1972
330000,浙江省,330700,金华市,2006,徐止平,1953,2,330000,浙江省,330300,温州市,男,汉族,本科,,,,,,,1977,1972
330000,浙江省,330700,金华市,2007,徐止平,1953,2,330000,浙江省,330300,温州市,男,汉族,本科,,,,,,,1977,1972
330000,浙江省,330700,金华市,2008,徐止平,1953,2,330000,浙江省,330300,温州市,男,汉族,本科,,,,,,,1977,1972
330000,浙江省,330700,金华市,2009,徐止平,1953,2,330000,浙江省,330300,温州市,男,汉族,本科,,,,,,,1977,1972
330000,浙江省,330700,金华市,2010,徐止平,1953,2,330000,浙江省,330300,温州市,男,汉族,本科,,,,,,,1977,1972
330000,浙江省,330800,衢州市,2000,茅临生,1954,1,330000,浙江省,331000,台州市,男,汉族,硕士,1,0,1,0,0,0,1975,1971
330000,浙江省,330800,衢州市,2001,茅临生,1954,1,330000,浙江省,331000,台州市,男,汉族,硕士,1,0,1,0,0,0,1975,1971
330000,浙江省,330800,衢州市,2002,茅临生,1954,1,330000,浙江省,331000,台州市,男,汉族,硕士,1,0,1,0,0,0,1975,1971
330000,浙江省,330800,衢州市,2003,蔡奇,1955,12,350000,福建省,350400,三明市,男,汉族,博士,1,0,1,0,0,0,1975,1973
330000,浙江省,330800,衢州市,2004,蔡奇,1955,12,350000,福建省,350400,三明市,男,汉族,博士,1,0,1,0,0,0,1975,1973
330000,浙江省,330800,衢州市,2005,厉志海,1954,5,330000,浙江省,330700,金华市,男,汉族,硕士,1,0,1,0,0,0,1974,1976
330000,浙江省,330800,衢州市,2006,厉志海,1954,5,330000,浙江省,330700,金华市,男,汉族,硕士,1,0,1,0,0,0,1974,1976
330000,浙江省,330800,衢州市,2007,厉志海,1954,5,330000,浙江省,330700,金华市,男,汉族,硕士,1,0,1,0,0,0,1974,1976
330000,浙江省,330800,衢州市,2008,孙建国,1955,1,370000,山东省,371600,滨州市,男,汉族,硕士,1,0,1,0,0,0,,1970
330000,浙江省,330800,衢州市,2009,孙建国,1955,1,370000,山东省,371600,滨州市,男,汉族,硕士,1,0,1,0,0,0,,1970
330000,浙江省,330800,衢州市,2010,孙建国,1955,1,370000,山东省,371600,滨州市,男,汉族,硕士,1,0,1,0,0,0,,1970
330000,浙江省,330900,舟山市,2000,王辉忠,1956,2,330000,浙江省,330700,金华市,男,汉族,硕士,1,0,1,0,1,0,1978,1978
330000,浙江省,330900,舟山市,2001,王辉忠,1956,2,330000,浙江省,330700,金华市,男,汉族,硕士,1,0,1,0,1,0,1978,1978
330000,浙江省,330900,舟山市,2002,王辉忠,1956,2,330000,浙江省,330700,金华市,男,汉族,硕士,1,0,1,0,1,0,1978,1978
330000,浙江省,330900,舟山市,2003,王辉忠,1956,2,330000,浙江省,330700,金华市,男,汉族,硕士,1,0,1,0,1,0,1978,1978
330000,浙江省,330900,舟山市,2004,张家盟,1956,7,330000,浙江省,330900,舟山市,男,汉族,本科,0,0,0,1,0,0,1981,1981
330000,浙江省,330900,舟山市,2005,张家盟,1956,7,330000,浙江省,330900,舟山市,男,汉族,本科,0,0,0,1,0,0,1981,1981
330000,浙江省,330900,舟山市,2006,张家盟,1956,7,330000,浙江省,330900,舟山市,男,汉族,本科,0,0,0,1,0,0,1981,1981
330000,浙江省,330900,舟山市,2007,张家盟,1956,7,330000,浙江省,330900,舟山市,男,汉族,本科,0,0,0,1,0,0,1981,1981
330000,浙江省,330900,舟山市,2008,梁黎明,1961,1,330000,浙江省,330600,绍兴市,女,汉族,硕士,0,0,1,0,0,0,1983,1983
330000,浙江省,330900,舟山市,2009,梁黎明,1961,1,330000,浙江省,330600,绍兴市,女,汉族,硕士,0,0,1,0,0,0,1983,1983
330000,浙江省,330900,舟山市,2010,梁黎明,1961,1,330000,浙江省,330600,绍兴市,女,汉族,硕士,0,0,1,0,0,0,1983,1983
330000,浙江省,331000,台州市,2000,孙忠焕,1948,7,330000,浙江省,330200,宁波市,男,汉族,硕士,1,0,1,0,0,0,1972,1969
330000,浙江省,331000,台州市,2001,孙忠焕,1948,7,330000,浙江省,330200,宁波市,男,汉族,硕士,1,0,1,0,0,0,1972,1969
330000,浙江省,331000,台州市,2002,孙忠焕,1948,7,330000,浙江省,330200,宁波市,男,汉族,硕士,1,0,1,0,0,0,1972,1969
